index,brewery_id,brewery_name,beer_style,beer_name,beer_id,review_overall
25,1075,Caldera Brewing Company,American IPA,Alpha Beta,54723.0,4.0
26,1075,Caldera Brewing Company,German Pilsener,Caldera Pilsener Bier,3274.0,3.75
27,1075,Caldera Brewing Company,Fruit / Vegetable Beer,Hibiscus Ginger Beer,60951.0,2.5
28,1075,Caldera Brewing Company,Fruit / Vegetable Beer,Exotic Erotic Passion Fruit Ale,37917.0,3.5
29,14879,Hoppin' Frog Brewery,Russian Imperial Stout,Barrel Aged B.O.R.I.S. Oatmeal Imperial Stout,47695.0,4.1367088607594935
30,1075,Caldera Brewing Company,American Double / Imperial Stout,Imperial Stout,42964.0,4.5
31,1075,Caldera Brewing Company,American Strong Ale,Cauldron Brew,10793.0,5.0
32,850,Moon River Brewing Company,Belgian Pale Ale,Inspiration Ale,2724.0,4.0
33,1075,Caldera Brewing Company,American Pale Ale (APA),Hop Hash,72330.0,4.5
34,1075,Caldera Brewing Company,American Porter,Mogli,60990.0,4.5
35,2724,Pacific Coast Brewing Company,American Double / Imperial IPA,Holiday Imperial,55951.0,2.5
36,2724,Pacific Coast Brewing Company,American IPA,Columbus India Pale Ale,8769.0,3.75
37,2724,Pacific Coast Brewing Company,American Strong Ale,Holiday XXII Imperial Blue,64800.0,3.0
38,2724,Pacific Coast Brewing Company,Irish Dry Stout,Luck O' The Irish,68668.0,3.5
39,2724,Pacific Coast Brewing Company,English Strong Ale,Old Oakland Ale,68672.0,3.5
40,2724,Pacific Coast Brewing Company,American Blonde Ale,Yellowjacket Ale,69087.0,3.0
41,2724,Pacific Coast Brewing Company,American Strong Ale,Megalodon,64803.0,1.0
42,2724,Pacific Coast Brewing Company,American Barleywine,Code Blue,15894.0,3.5
43,2724,Pacific Coast Brewing Company,American Porter,Orca Porter,44082.0,3.5
44,2724,Pacific Coast Brewing Company,American Double / Imperial Stout,Leviathan Imperial Stout,39606.0,3.9375
45,1386,Harmon Restaurant & Brewery,American Blonde Ale,Mt. Takhoma Blonde Ale,31973.0,3.5
46,2724,Pacific Coast Brewing Company,Belgian Strong Pale Ale,Holiday Trappist Style Ale,41584.0,1.5
47,2724,Pacific Coast Brewing Company,Doppelbock,Deviator Doppelbock,12835.0,3.0
48,2724,Pacific Coast Brewing Company,American Amber / Red Ale,Blue Whale Ale,51834.0,3.0
49,2724,Pacific Coast Brewing Company,American Pale Ale (APA),Grey Whale Ale,41084.0,2.625
50,2724,Pacific Coast Brewing Company,American Stout,Killer Whale Stout,8770.0,3.8333333333333335
51,2724,Pacific Coast Brewing Company,American Amber / Red Ale,Emerald Ale,37498.0,4.0
52,12770,City Grille and Brewhaus,Fruit / Vegetable Beer,City Razz,30090.0,3.0
53,12770,City Grille and Brewhaus,Light Lager,City Light,30084.0,3.0
54,12770,City Grille and Brewhaus,American Pale Ale (APA),City Pale Ale,30088.0,4.0
55,12770,City Grille and Brewhaus,American Stout,City Stout,27689.0,2.75
56,12770,City Grille and Brewhaus,Pumpkin Ale,City Pumpkin,30089.0,3.5
57,12770,City Grille and Brewhaus,American Amber / Red Ale,City Amber,30085.0,3.5
58,3207,San Francisco Brewing Company,Weizenbock,St. Stephen's Bock,34801.0,3.75
59,3207,San Francisco Brewing Company,American Pale Ale (APA),North Beach Ale,20114.0,1.5
60,9020,Yazoo Brewing Company,Hefeweizen,Hefeweizen,20575.0,3.852631578947368
61,20658,7 Seas Brewery and Taproom,American Double / Imperial IPA,Ballz Deep Double IPA,53679.0,3.380952380952381
62,15636,Calapooia Brewing Company,American Pale Lager,Pacific Pilsner,51814.0,2.0
63,9020,Yazoo Brewing Company,American IPA,Hop Project #35,61726.0,3.5
64,1386,Harmon Restaurant & Brewery,Extra Special / Strong Bitter (ESB),Brown's Point ESB,4371.0,3.9375
65,11715,Destiny Brewing Company,Herbed / Spiced Beer,Holiday Ale,27666.0,2.5
66,11715,Destiny Brewing Company,Pumpkin Ale,Pumpkin Ale,26817.0,4.5
67,11715,Destiny Brewing Company,American Stout,Dry Stout,26133.0,4.0
68,11715,Destiny Brewing Company,American IPA,Newark IPA,27664.0,4.0
69,11715,Destiny Brewing Company,Rye Beer,Red Rye Ale,26419.0,4.5
70,11715,Destiny Brewing Company,American Pale Wheat Ale,Wheat Ale,26418.0,4.5
71,11715,Destiny Brewing Company,American Pale Ale (APA),Pale Ale,26420.0,4.0
72,11715,Destiny Brewing Company,Milk / Sweet Stout,Sweet Stout,27799.0,3.5
73,11715,Destiny Brewing Company,American IPA,IPA,26132.0,3.75
74,1454,Broad Ripple Brew Pub,American Amber / Red Lager,Amarillo Lager,43516.0,4.5
75,1454,Broad Ripple Brew Pub,Scottish Ale,Replic Ale,43945.0,4.0
76,1454,Broad Ripple Brew Pub,Witbier,Wheat Beer,10649.0,2.833333333333333
77,1454,Broad Ripple Brew Pub,Märzen / Oktoberfest,Oktoberfest,13289.0,4.333333333333333
78,1454,Broad Ripple Brew Pub,American Black Ale,Black IPA,66855.0,3.5
79,1454,Broad Ripple Brew Pub,Saison / Farmhouse Ale,Winter Wheat,65089.0,4.5
80,1454,Broad Ripple Brew Pub,English Brown Ale,Broad Ripple Diving Duck American Brown Ale,15475.0,3.1666666666666665
81,1454,Broad Ripple Brew Pub,American Stout,Broad Ripple Stout,15476.0,4.25
82,1454,Broad Ripple Brew Pub,English Strong Ale,Limping Mallard,63460.0,5.0
83,1454,Broad Ripple Brew Pub,English Strong Ale,Bigger Boy's Beer,63020.0,4.0
84,1454,Broad Ripple Brew Pub,American Pale Ale (APA),Extra Pale Ale,38414.0,4.25
85,1454,Broad Ripple Brew Pub,American Porter,Monon Porter,39008.0,4.5
86,1454,Broad Ripple Brew Pub,Märzen / Oktoberfest,Marzen,65568.0,5.0
87,1454,Broad Ripple Brew Pub,American IPA,I.P.A.,6825.0,3.25
88,1454,Broad Ripple Brew Pub,American Porter,Jack Daniels Barrel Aged Porter,66857.0,4.25
89,1454,Broad Ripple Brew Pub,English Barleywine,Broad Ripple Ankle Biter 2003,15477.0,4.0
90,1454,Broad Ripple Brew Pub,Milk / Sweet Stout,Sparky's Chocolate Milk Stout,74998.0,4.5
91,1454,Broad Ripple Brew Pub,English Dark Mild Ale,Red Bird Mild,31838.0,4.125
92,1454,Broad Ripple Brew Pub,Russian Imperial Stout,Broad Ripple Evilsizors Russian Imperial Stout,49038.0,4.25
93,1454,Broad Ripple Brew Pub,Hefeweizen,Hefe Weizen,73291.0,4.0
94,1454,Broad Ripple Brew Pub,German Pilsener,Pilsner,31935.0,2.75
95,1454,Broad Ripple Brew Pub,English Barleywine,"Ankle Biter Ale ""06",35229.0,3.5
96,1454,Broad Ripple Brew Pub,English Barleywine,Ankle Biter Ale '07,35228.0,4.0
97,1454,Broad Ripple Brew Pub,American Pale Ale (APA),Amarillo Single Hop Pale Ale,65636.0,5.0
98,1454,Broad Ripple Brew Pub,American Double / Imperial IPA,Hopcicle Double IPA,55445.0,4.4
99,1454,Broad Ripple Brew Pub,Fruit / Vegetable Beer,Apple Chucker,64379.0,4.5
100,1454,Broad Ripple Brew Pub,American Double / Imperial Stout,Ackerman's Imperial Double Stout (Winterfest Replicale 2011),66430.0,5.0
101,1454,Broad Ripple Brew Pub,Kölsch,Kölsch,63470.0,5.0
102,1454,Broad Ripple Brew Pub,American Porter,Porter,9545.0,4.2
103,1454,Broad Ripple Brew Pub,Extra Special / Strong Bitter (ESB),E.S.B.,6824.0,4.357142857142857
104,1454,Broad Ripple Brew Pub,American Double / Imperial Stout,Ackerman's Imperial Double Stout (Indiana Replicale 2011),66889.0,4.0
105,1454,Broad Ripple Brew Pub,English Bitter,T.J.'s Best Bitter,16491.0,4.3125
106,1454,Broad Ripple Brew Pub,Schwarzbier,Replic Ale (2010),63467.0,5.0
107,1454,Broad Ripple Brew Pub,California Common / Steam Beer,California Common,66856.0,5.0
108,1454,Broad Ripple Brew Pub,Irish Dry Stout,Finneen's Auld Sod Stout,43364.0,4.5
109,1454,Broad Ripple Brew Pub,American Pale Ale (APA),Broad Ripple Lawnmower Pale Ale,15474.0,3.7
110,1454,Broad Ripple Brew Pub,American Double / Imperial Stout,2001 - A Stout Odyssey,55096.0,3.0
111,1454,Broad Ripple Brew Pub,Altbier,Herr Kevin's Alt Bier,39007.0,4.0
112,1454,Broad Ripple Brew Pub,Euro Dark Lager,Black Heart Lager,43944.0,4.2
113,1454,Broad Ripple Brew Pub,Scotch Ale / Wee Heavy,Wee Alec Heavy,8284.0,4.142857142857143
114,1454,Broad Ripple Brew Pub,English Pale Ale,Lawn Mower Pale Ale,61478.0,4.75
115,1454,Broad Ripple Brew Pub,American Porter,Bjava Porter,73290.0,4.5
116,1454,Broad Ripple Brew Pub,American Pale Ale (APA),Dual Citizenship Ale,39009.0,4.25
117,1454,Broad Ripple Brew Pub,English Pale Ale,15th Anniversary,27918.0,4.0
118,1454,Broad Ripple Brew Pub,Saison / Farmhouse Ale,Farmhouse Ale,32306.0,5.0
119,1454,Broad Ripple Brew Pub,American Pale Ale (APA),Centennial Pale Ale,75449.0,5.0
120,1454,Broad Ripple Brew Pub,American Pale Ale (APA),Wobbly Bob APA,15660.0,4.714285714285714
121,1454,Broad Ripple Brew Pub,English Barleywine,Broad Ripple Ankle Biter 2004,15478.0,4.166666666666667
122,1454,Broad Ripple Brew Pub,Pumpkin Ale,Pumpkin Ale,33272.0,3.1666666666666665
123,850,Moon River Brewing Company,Belgian IPA,Georgia Belgique,53367.0,3.25
124,850,Moon River Brewing Company,Witbier,Wild Wacky Wit,19558.0,3.794117647058824
125,850,Moon River Brewing Company,English Bitter,Apparition Ale Cask With Sovereign Hops,71513.0,4.0
126,850,Moon River Brewing Company,Belgian Strong Pale Ale,Six Degrees Belgian Golden Ale,71533.0,4.0
127,850,Moon River Brewing Company,American Pale Ale (APA),X-Extra Pale Ale,32141.0,4.0
128,850,Moon River Brewing Company,Belgian Pale Ale,Goin' Monk,65099.0,3.5
129,850,Moon River Brewing Company,American Amber / Red Ale,Ogeechee Amber Ale,20758.0,3.8333333333333335
130,850,Moon River Brewing Company,American IPA,Rosemary IPA,54000.0,3.928571428571429
131,850,Moon River Brewing Company,English Brown Ale,Bay Street Brown Ale,8514.0,3.7
132,850,Moon River Brewing Company,English Pale Ale,Moon Dance Pale Ale,26562.0,4.5
133,850,Moon River Brewing Company,American Pale Ale (APA),Slow-Vannah Pale Ale,41683.0,4.166666666666667
134,850,Moon River Brewing Company,American Double / Imperial IPA,Oatboy Imperial IPA,29142.0,4.0
135,850,Moon River Brewing Company,Hefeweizen,Wheezy Heifer,27229.0,3.5
136,850,Moon River Brewing Company,Hefeweizen,Hefe-Weizen,2776.0,4.0
137,850,Moon River Brewing Company,Belgian Strong Pale Ale,Six Degrees Belgian Golden Ale Cask With Cardamom And Lemongrass,72005.0,4.0
138,850,Moon River Brewing Company,American Double / Imperial Stout,Oak-Aged Black River Imperial Stout,47880.0,4.0
139,850,Moon River Brewing Company,Tripel,Dixie Crystal Beer,38226.0,3.9166666666666665
140,850,Moon River Brewing Company,Irish Dry Stout,The Bomb-Dry Stout,11162.0,3.5
141,850,Moon River Brewing Company,American Pale Ale (APA),Slow-Vannah Pale Ale Cask With Citra Hops,71669.0,4.0
142,850,Moon River Brewing Company,Irish Dry Stout,Skunk-Ape Stout,55193.0,3.8333333333333335
143,850,Moon River Brewing Company,Fruit / Vegetable Beer,Peachy Sour Brown Ale,43602.0,3.5
144,850,Moon River Brewing Company,Maibock / Helles Bock,Honey Bock,39519.0,3.0
145,850,Moon River Brewing Company,Kölsch,Claire De Lune,2726.0,3.583333333333333
146,850,Moon River Brewing Company,American Stout,Galleria Espresso Stout,24057.0,4.166666666666667
147,850,Moon River Brewing Company,Rye Beer,Mai-Rye-Bock,24016.0,4.5
148,850,Moon River Brewing Company,American Pale Ale (APA),Amarillo On My Mind,63217.0,4.5
149,850,Moon River Brewing Company,Flanders Oud Bruin,Special Reserve Oud Bruin,74027.0,3.6666666666666665
150,850,Moon River Brewing Company,Märzen / Oktoberfest,Savannah Fest Beer,8717.0,3.5476190476190474
151,850,Moon River Brewing Company,English Bitter,Apparition Ale Cask With Fuggles Hops,72200.0,4.0
152,850,Moon River Brewing Company,English Bitter,Apparition Ale,62442.0,3.7857142857142856
153,850,Moon River Brewing Company,Russian Imperial Stout,Black River Imperial Stout,20757.0,3.5
154,850,Moon River Brewing Company,American Stout,"The Rod ""winter"" Stout",7819.0,4.5
155,850,Moon River Brewing Company,Czech Pilsener,Moon Light,20013.0,3.75
156,850,Moon River Brewing Company,American Porter,Little Chocolate Doughnuts,72448.0,4.0
157,850,Moon River Brewing Company,Witbier,Houblon Wit,62441.0,4.25
158,850,Moon River Brewing Company,Fruit / Vegetable Beer,The Tater Ale,34569.0,3.25
159,850,Moon River Brewing Company,American IPA,Nick's Balls Of Gold,55192.0,2.75
160,850,Moon River Brewing Company,American Brown Ale,Gene's American Brown Ale,44081.0,5.0
161,15636,Calapooia Brewing Company,Winter Warmer,Kringle Krack,40538.0,3.5
162,1199,Founders Brewing Company,Fruit / Vegetable Beer,Founders Cerise,48911.0,3.677914110429448
163,14756,Bluegrass Brewing Co.,American Pale Ale (APA),American Pale Ale,39289.0,3.554054054054054
164,14756,Bluegrass Brewing Co.,English Porter,Dark Star Porter,44579.0,3.38
165,17293,The Stable,Märzen / Oktoberfest,Amalgamated Märzen,50632.0,3.75
166,14756,Bluegrass Brewing Co.,Altbier,Altbier,45132.0,3.7666666666666666
167,14756,Bluegrass Brewing Co.,American Stout,Bourbon Barrel Stout (Clay Street Series),61053.0,3.6
168,14756,Bluegrass Brewing Co.,American IPA,Rye IPA 75,57894.0,4.0
169,24162,Finger Lakes Beer Company,American Amber / Red Ale,Copper Ale,64842.0,4.5
170,14756,Bluegrass Brewing Co.,Tripel,Mephistopheles' Metamorphosis,61864.0,3.5
171,14756,Bluegrass Brewing Co.,American Double / Imperial IPA,Professor Gesser's Mind Numbing Ale,45137.0,3.333333333333333
172,14589,Rustic Rail Grill And Brewhouse,Oatmeal Stout,Oatmeal Stout,32712.0,3.5
173,14589,Rustic Rail Grill And Brewhouse,American Brown Ale,Nut Brown Ale,32734.0,2.0
174,14589,Rustic Rail Grill And Brewhouse,American Pale Ale (APA),Pale Ale,32733.0,3.0
175,24162,Finger Lakes Beer Company,Scottish Ale,Scotch Ale,64841.0,4.5
176,24162,Finger Lakes Beer Company,American Stout,Steamboat Stout,71502.0,3.5
177,24162,Finger Lakes Beer Company,Scotch Ale / Wee Heavy,Ring Of Fire,69795.0,4.0
178,21841,Craggie Brewing Company,English Bitter,Battery Hill Bitter,56978.0,4.0
179,21841,Craggie Brewing Company,Dubbel,Dubbelicious,56981.0,3.7083333333333335
180,21841,Craggie Brewing Company,Flanders Red Ale,Belgian Red With Brettanomyces Yeast,62718.0,4.5
181,21841,Craggie Brewing Company,Dunkelweizen,Brewer's Reserve Series: Dunkelweiss,63995.0,4.0
182,21841,Craggie Brewing Company,American IPA,Herkulean IPA,60704.0,4.0
183,21841,Craggie Brewing Company,Roggenbier,Roggenbier,65082.0,4.0
184,1199,Founders Brewing Company,Rye Beer,Founders Red's Rye PA,16074.0,4.208540925266904
185,21841,Craggie Brewing Company,Keller Bier / Zwickel Bier,Swannanoa Sunset,56980.0,4.25
186,21841,Craggie Brewing Company,Keller Bier / Zwickel Bier,Toubab Brewe,57668.0,4.125
187,21841,Craggie Brewing Company,Belgian Pale Ale,Solshine,56979.0,4.0
188,21841,Craggie Brewing Company,American Pale Ale (APA),Test Batch#1: An Amercian Pale Ale,58942.0,4.0
189,21841,Craggie Brewing Company,American Pale Ale (APA),Antebellum Ale,58940.0,3.4
190,21841,Craggie Brewing Company,American Porter,Burning Barrel,65447.0,3.566666666666667
191,21841,Craggie Brewing Company,English Strong Ale,Meet Your Maker,56982.0,3.8333333333333335
192,21841,Craggie Brewing Company,Belgian Dark Ale,PBJ,69305.0,4.0
193,21841,Craggie Brewing Company,Roggenbier,Falconer's Rye,69410.0,4.0
194,21841,Craggie Brewing Company,American Blonde Ale,White Squirrel,58941.0,4.0
195,21841,Craggie Brewing Company,Doppelbock,Germinator Doppelbock,62717.0,4.166666666666667
196,14879,Hoppin' Frog Brewery,Belgian Strong Pale Ale,Gulden Fraug Belgian Style Ale,33927.0,3.36
197,26612,Old Orange Brewing Co.,American Strong Ale,Old Orange Old Dummy,72427.0,3.75
198,26612,Old Orange Brewing Co.,American IPA,Old Orange Cannonball,72426.0,3.5
199,26612,Old Orange Brewing Co.,Kölsch,Old Orange Street Fair,72425.0,3.5
200,26983,Rusty Truck Brewing Company / Roadhouse 101,English Porter,Toffee Porter,75708.0,3.5
201,17293,The Stable,Dunkelweizen,Amalgamated Dunkel,54846.0,4.0
202,17293,The Stable,English India Pale Ale (IPA),Amalgamated IPA,71830.0,2.0
203,17293,The Stable,Maibock / Helles Bock,Amalgamated Helles,50575.0,3.9166666666666665
204,17293,The Stable,American Pale Lager,Amalgamated Zoigl,54060.0,3.625
205,17293,The Stable,Rauchbier,Amalgamated Rauchbier,52094.0,4.0
206,26990,NoDa Brewing Company,American Black Ale,Deceiver,74672.0,4.0
207,26990,NoDa Brewing Company,American Amber / Red Ale,Ramble On Red,74676.0,4.166666666666667
208,26990,NoDa Brewing Company,American Double / Imperial IPA,NoDa Rye Z'd,74683.0,4.125
209,26990,NoDa Brewing Company,American Pale Ale (APA),10 Blocks South,76766.0,3.5
210,26990,NoDa Brewing Company,American Porter,Coco Loco,74675.0,4.166666666666667
211,26990,NoDa Brewing Company,American IPA,"Hop, Drop ‘n Roll",75898.0,4.75
212,26990,NoDa Brewing Company,Winter Warmer,Santa Baby,76668.0,4.0
213,26990,NoDa Brewing Company,Winter Warmer,Naughty List,76508.0,4.0
214,24517,White Bluffs Brewing Company,Bière de Garde,Bierre De Garde,69828.0,4.0
215,24517,White Bluffs Brewing Company,American IPA,Bluffdiver IPA,69826.0,4.0
216,5330,Highland Pub & Brewery (McMenamins),American Pale Wheat Ale,Washougal Wheat,33653.0,3.5
217,5330,Highland Pub & Brewery (McMenamins),American Stout,Terminator Stout,60957.0,4.0
218,5330,Highland Pub & Brewery (McMenamins),American Stout,Triple Chocolate Stout,33654.0,3.5
219,10912,Golden State Brewing Company,Japanese Rice Lager,Sushi Roku Red Sun,21964.0,3.5
220,21138,Growler Craft Brewery,American Pale Ale (APA),Pale Ale,65210.0,3.0
221,16859,Great South Bay Brewery,American Stout,Snaggletooth Stout,61801.0,4.0
222,21138,Growler Craft Brewery,American IPA,IPA,65197.0,4.0
223,21138,Growler Craft Brewery,Irish Dry Stout,Irish Stout,65209.0,4.0
224,21138,Growler Craft Brewery,Hefeweizen,Hefeweizen,65208.0,4.0
225,21138,Growler Craft Brewery,American Brown Ale,Brown Ale,65211.0,3.5
226,19380,Mariposa Brewing Company,American Amber / Red Ale,Mariposa Golden Amber,50344.0,3.5
227,19380,Mariposa Brewing Company,Hefeweizen,High Country Hefeweizen,50343.0,1.5
228,19380,Mariposa Brewing Company,American IPA,Pick Axe IPA,50345.0,3.0
229,3087,4th Street Brewing Company,American Pale Ale (APA),SueBee Honey Ale,7382.0,3.583333333333333
230,16859,Great South Bay Brewery,American Blonde Ale,Blonde Ambition,61800.0,4.090909090909091
231,16859,Great South Bay Brewery,Pumpkin Ale,Splashing Pumpkin,62782.0,3.6666666666666665
232,16859,Great South Bay Brewery,American Double / Imperial IPA,Hoppocratic Oath,65282.0,3.75
233,16859,Great South Bay Brewery,American IPA,Massive IPA,61799.0,4.0
234,16859,Great South Bay Brewery,Saison / Farmhouse Ale,Conscious Sedaison,70562.0,3.5
235,16859,Great South Bay Brewery,Rye Beer,Sleigh Ryed,64348.0,3.6666666666666665
236,16859,Great South Bay Brewery,Scotch Ale / Wee Heavy,Marauder (Born From Wood Series),65484.0,4.0
237,16859,Great South Bay Brewery,American Pale Ale (APA),Robert Moses Pale Ale,65483.0,3.9
238,2188,Third Base Sports Bar & Brewery,American Pale Ale (APA),White Rapids Ale,19895.0,3.5
239,2188,Third Base Sports Bar & Brewery,English Pale Ale,Unas Mas! (Simcoe Hops),74651.0,4.0
240,2188,Third Base Sports Bar & Brewery,American Pale Ale (APA),Flying Aces Pale Ale,56688.0,4.0
241,2188,Third Base Sports Bar & Brewery,Schwarzbier,Black Night Black Lager,32084.0,4.5
242,2188,Third Base Sports Bar & Brewery,Dunkelweizen,Dunkel Weizen,5616.0,3.75
243,2188,Third Base Sports Bar & Brewery,American Brown Ale,Nut Brown Ale,23019.0,1.5
244,2188,Third Base Sports Bar & Brewery,American Pale Wheat Ale,Golden Hawk Wheat,16893.0,3.3
245,14879,Hoppin' Frog Brewery,Fruit / Vegetable Beer,Turbo Shandy,59548.0,3.59375
246,2188,Third Base Sports Bar & Brewery,Maibock / Helles Bock,Helles Honey Bock,19898.0,3.625
247,2188,Third Base Sports Bar & Brewery,American Amber / Red Ale,Red Rocket Amber Ale,16894.0,3.1666666666666665
248,14879,Hoppin' Frog Brewery,Russian Imperial Stout,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,33644.0,4.173860911270984
249,2188,Third Base Sports Bar & Brewery,American Double / Imperial IPA,Hopturnal Emissions,74654.0,4.0
250,2188,Third Base Sports Bar & Brewery,American Blonde Ale,Bees Knees Honey Ale,75989.0,3.5
251,2188,Third Base Sports Bar & Brewery,American Pale Ale (APA),River Raiders Ale,19896.0,1.5
252,2188,Third Base Sports Bar & Brewery,Oatmeal Stout,Quaker Oatmeal Stout,28271.0,5.0
253,2188,Third Base Sports Bar & Brewery,American Stout,Tenebra,75988.0,4.0
254,2188,Third Base Sports Bar & Brewery,Scottish Ale,Tilted Kilt,16896.0,3.75
255,2188,Third Base Sports Bar & Brewery,American Stout,Black Cobra Stout,5617.0,3.357142857142857
256,2188,Third Base Sports Bar & Brewery,Herbed / Spiced Beer,Holidays R Over Spiced Ale,56687.0,4.0
257,2188,Third Base Sports Bar & Brewery,Märzen / Oktoberfest,Oktoberfest,20367.0,3.5
258,14879,Hoppin' Frog Brewery,Pumpkin Ale,Frog's Hollow Double Pumpkin Ale,52211.0,3.712121212121212
259,2188,Third Base Sports Bar & Brewery,Extra Special / Strong Bitter (ESB),Flying Aces Ale,16892.0,3.3
260,2188,Third Base Sports Bar & Brewery,English Brown Ale,Brown Nose Ale,22213.0,3.0
261,365,Pike Pub & Brewery,American Double / Imperial IPA,Pike Double IPA,48525.0,3.8
262,20658,7 Seas Brewery and Taproom,American Black Ale,Cascadian Dark Ale,68447.0,4.0
263,20658,7 Seas Brewery and Taproom,Saison / Farmhouse Ale,Saison Du Sept Mers,64423.0,4.0
264,20658,7 Seas Brewery and Taproom,Foreign / Export Stout,Barrel Aged Port Royal Stout W/ Vanilla Beans,58128.0,4.5
265,20658,7 Seas Brewery and Taproom,American Barleywine,Wheelchair,66845.0,4.0
266,20658,7 Seas Brewery and Taproom,Winter Warmer,Santa's Smokin' Winter Warmer,65639.0,4.0
267,20658,7 Seas Brewery and Taproom,American IPA,Hop Prophet,73646.0,3.0
268,20658,7 Seas Brewery and Taproom,American IPA,Rude Parrot,58129.0,4.0
269,20658,7 Seas Brewery and Taproom,English Pale Ale,British Pale Ale,53677.0,3.625
270,20658,7 Seas Brewery and Taproom,American Amber / Red Ale,Cutt's Ale,53678.0,3.5
271,20658,7 Seas Brewery and Taproom,American Stout,Port Royal Stout,54724.0,3.6666666666666665
272,20658,7 Seas Brewery and Taproom,American Porter,Smoked Porter,66213.0,3.5
273,15636,Calapooia Brewing Company,American Porter,'Pooya Porter,36037.0,4.25
274,15636,Calapooia Brewing Company,American Barleywine,Ol' Lickspigot Barleywine,51815.0,3.5
275,15636,Calapooia Brewing Company,American Amber / Red Ale,SantiAmber Ale,35880.0,3.5
276,15636,Calapooia Brewing Company,American Pale Ale (APA),Hop Crisis Extra Pale Ale,42797.0,4.0
277,15636,Calapooia Brewing Company,American IPA,Yankee Clipper IPA,38212.0,4.5
278,15636,Calapooia Brewing Company,American Amber / Red Ale,Flood Stage Red,36038.0,4.5
279,15636,Calapooia Brewing Company,American IPA,Simcoe Springs IPA,38951.0,4.25
280,15636,Calapooia Brewing Company,American Pale Wheat Ale,White Water Wheat,51793.0,2.5
281,15636,Calapooia Brewing Company,Rye Beer,Fresh Hop Rye,40248.0,4.5
282,15636,Calapooia Brewing Company,Rye Beer,Hop Rye Pale,72329.0,4.0
283,15636,Calapooia Brewing Company,American Pale Ale (APA),Big Aft Pale Ale,36036.0,4.25
284,15636,Calapooia Brewing Company,Extra Special / Strong Bitter (ESB),BourbonDog ESB,40448.0,5.0
285,15636,Calapooia Brewing Company,Russian Imperial Stout,Undertow,40537.0,4.5
286,15636,Calapooia Brewing Company,American IPA,Riparian IPA,51792.0,3.8333333333333335
287,15636,Calapooia Brewing Company,Extra Special / Strong Bitter (ESB),Riverdog ESB,35881.0,4.166666666666667
288,15636,Calapooia Brewing Company,American Barleywine,Calapooia Barleywine,36039.0,5.0
289,15636,Calapooia Brewing Company,American Blonde Ale,Somethin' Lite,36035.0,3.0
290,15636,Calapooia Brewing Company,American Stout,Devil's Hole Stout,35882.0,3.75
291,15636,Calapooia Brewing Company,Chile Beer,Chili Beer,41788.0,4.166666666666667
292,15636,Calapooia Brewing Company,Rye Beer,Rising River Rye,64538.0,4.0
